timestamp, cylinder_number,customer,job_number,grain_screened,ink_color,proof_on_ctd_ink,blade_mfg,cylinder_division,paper_type,ink_type,direct_steam,solvent_type,type_on_cylinder,press_type,press,unit_number,cylinder_size,paper_mil_location,plating_tank,proof_cut,viscosity,caliper,ink_temperature,humify,roughness,blade_pressure,varnish_pct,press_speed,ink_pct,solvent_pct,ESA_Voltage,ESA_Amperage,wax,hardener,roller_durometer,current_density,anode_spac_ratio,chrome_content,band_type,missing_cells_in_row
19910316,X18,KMART,37355,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,828,9,TABLOID,SCANDANAVIAN,1910.0,40.0,44.0,0.2,16.1,78.0,0.9375,30.0,5.6,1800.0,55.6,38.9,0.0,0.0,2.0,1.0,35.0,40.0,103.22,100.0,noband,0
19910314,F615,MODMAT,47202,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,1,CATALOG,NorthUS,?,52.5,37.0,0.2,15.0,66.0,0.75,?,13.3,1600.0,55.6,42.2,0.0,0.0,2.4,0.8,40.0,40.0,100.0,100.0,noband,2
19910318,F310,KMART,37355,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,2,TABLOID,?,1910.0,40.0,43.0,0.35,16.5,72.0,0.625,20.0,9.1,2000.0,56.8,34.1,4.0,0.0,2.5,0.5,35.0,40.0,103.22,100.0,noband,1
19910318,F72,KMART,37355,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,9,TABLOID,?,1910.0,40.0,43.0,0.35,16.1,70.0,0.625,20.0,11.1,2000.0,55.6,33.3,4.0,0.0,1.8,0.9,35.0,40.0,103.22,100.0,noband,1
19910319,X308,ROSES,35753,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,1910.0,40.0,43.0,0.267,16.0,80.0,0.5625,30.0,5.6,1900.0,55.6,38.9,0.0,0.0,2.2,1.3,30.0,40.0,103.22,100.0,noband,0
19910319,X720,TVGUIDE,25513,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,1911.0,45.0,45.0,?,14.7,75.0,0.625,30.0,15.0,1734.0,50.0,35.0,2.0,0.0,1.5,0.6,34.0,40.0,103.22,100.0,band,1
19910322,G404,JCP,38051,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,?,?,60.0,49.0,0.33299999999999996,14.9,77.0,0.75,27.0,0.0,1650.0,58.8,41.2,0.0,0.0,2.5,0.7,33.0,40.0,103.33,100.0,noband,2
19910325,X798,TVGUIDE,25514,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,?,1910.0,55.0,49.0,0.267,12.5,70.0,0.625,30.0,5.6,1750.0,55.6,38.9,0.0,0.0,2.5,0.9,34.0,40.0,106.66,100.0,band,1
19910320,X160,TVGUIDE,25513,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,2,TABLOID,?,1911.0,45.0,45.0,?,15.1,75.0,0.625,20.0,15.0,1750.0,50.0,35.0,0.0,0.0,1.6,0.9,34.0,40.0,103.22,100.0,noband,2
19910322,G416,JCP,38051,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,?,1910.0,55.0,49.0,0.2,15.6,74.0,0.75,24.0,0.0,1650.0,58.8,41.2,0.0,0.0,2.5,1.7,33.0,40.0,103.33,100.0,noband,1
19910323,X350,KMART,37355,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,2,TABLOID,?,1911.0,40.0,49.0,0.233,15.3,74.0,1.0,34.0,0.0,2000.0,62.5,37.5,0.0,0.0,2.2,1.0,35.0,40.0,100.0,100.0,noband,1
19910323,X264,KMART,37355,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,9,TABLOID,?,1911.0,40.0,49.0,0.233,16.8,78.0,0.9375,30.0,0.0,2000.0,62.5,37.5,0.0,0.0,2.4,0.9,35.0,40.0,100.0,100.0,noband,1
19910402,X838,TVGUIDE,25515,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,1911.0,42.5,46.0,0.3,14.0,77.0,0.625,42.0,15.8,1850.0,49.5,34.6,8.0,0.0,1.5,0.8,34.0,40.0,100.0,100.0,band,0
19910404,X89,WOOLWORTH,37081,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,1,TABLOID,CANADIAN,1911.0,35.0,44.0,0.2,15.5,100.0,0.875,30.0,0.0,2200.0,53.2,46.8,0.0,0.0,0.0,0.0,30.0,40.0,100.0,100.0,band,0
19910330,X102,BELK,35534,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,827,2,TABLOID,NorthUS,1910.0,42.0,44.0,0.3,15.0,80.0,1.25,20.0,16.7,1300.0,49.0,34.3,0.0,0.0,2.5,0.2,40.0,40.0,110.0,100.0,noband,0
19910330,X830,BELK,35534,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,827,9,TABLOID,NorthUS,1910.0,45.0,44.0,0.3,15.5,75.0,1.25,20.0,14.1,1300.0,50.5,35.4,0.0,0.0,2.5,1.5,40.0,40.0,110.0,100.0,noband,0
19910405,X118,ROSES,35754,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,1910.0,50.0,43.0,0.3,16.0,70.0,0.8125,30.0,3.4,2400.0,56.8,39.8,0.0,0.0,2.5,0.8,30.0,40.0,103.125,100.0,noband,0
19910405,X35,ROSES,35754,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,1910.0,47.0,43.0,0.267,16.0,80.0,0.5625,30.0,9.1,2400.0,50.5,40.4,0.0,0.0,2.5,1.1,30.0,40.0,103.125,100.0,noband,0
19910327,X390,COLORTILE,37572,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,1911.0,35.0,48.0,0.233,16.0,76.0,0.8125,30.0,8.9,1900.0,49.5,41.6,0.0,0.0,2.5,1.2,30.0,40.0,103.22,100.0,noband,0
19910327,X754,COLORTILE,37572,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,1911.0,35.0,48.0,0.233,16.0,86.0,0.5625,30.0,16.1,1900.0,44.6,39.3,0.0,0.0,2.5,1.5,30.0,40.0,103.22,100.0,noband,0
19910402,O2,TARGET,35814,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,2,SPIEGEL,CANADIAN,1911.0,35.0,43.0,0.233,14.0,75.0,1.25,20.0,7.6,?,54.3,38.0,0.0,0.0,2.5,2.0,33.0,40.0,106.66,100.0,noband,1
19910402,3,TARGET,35814,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,9,SPIEGEL,CANADIAN,1911.0,37.5,43.0,0.233,14.0,80.0,1.25,20.0,6.25,?,52.1,41.7,0.0,0.0,3.0,1.5,33.0,40.0,106.66,100.0,noband,1
19910406,F103,BESTPROD,37822,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter70,813,1,CATALOG,NorthUS,1910.0,40.0,44.0,0.2,15.0,68.0,0.75,?,0.0,1750.0,58.8,41.2,0.0,0.0,2.7,0.7,35.0,40.0,103.125,100.0,noband,1
19910406,S180,BESTPROD,37822,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter70,813,5,CATALOG,NorthUS,1910.0,40.0,44.0,0.233,15.5,68.0,0.75,?,5.6,1750.0,55.6,38.9,0.0,0.0,1.5,0.5,35.0,40.0,103.125,100.0,noband,1
19910511,O8,TARGET,35816,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,2,SPIEGEL,CANADIAN,1910.0,47.5,68.0,0.4,14.0,78.0,0.75,22.0,0.0,1900.0,62.5,37.5,0.0,0.0,2.1,1.7,33.0,40.0,103.125,100.0,band,0
19910501,G608,ECKERD,35458,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,816,2,TABLOID,CANADIAN,1910.0,40.0,60.0,0.233,15.0,78.0,1.0,28.0,0.0,2380.0,60.0,40.0,3.0,0.0,2.5,1.0,30.0,40.0,106.66,100.0,band,0
19910502,F416,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter70,813,9,CATALOG,NorthUS,1910.0,55.0,55.0,0.3,16.3,100.0,1.0,?,0.0,1650.0,58.8,41.2,0.0,0.0,?,?,40.0,40.0,106.66,100.0,band,3
19910502,R14,TARGET,35816,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,SPIEGEL,CANADIAN,1910.0,40.0,55.0,0.433,15.5,92.0,0.75,22.0,9.6,1550.0,53.2,37.2,1.0,0.0,2.9,1.3,33.0,40.0,106.66,100.0,band,0
19910503,R14,TARGET,35816,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,SPIEGEL,CANADIAN,1910.0,40.0,52.0,?,16.0,86.0,0.75,26.0,9.6,1975.0,53.2,37.2,1.0,0.0,2.9,1.3,33.0,40.0,100.0,100.0,band,1
19910503,X249,GUIDEPOSTS,23055,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,COVER,NO,LINE,YES,Motter94,821,7,TABLOID,?,1910.0,42.5,52.0,0.4,13.9,76.0,0.625,25.0,0.0,1800.0,50.0,50.0,0.0,0.0,2.5,0.9,40.0,40.0,106.66,100.0,band,1
19910507,X817,TVGUIDE,25520,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,CANADIAN,1910.0,50.0,56.0,0.267,15.2,76.0,0.625,25.0,3.4,1760.0,56.8,39.8,2.0,0.0,2.5,0.8,34.0,40.0,103.125,100.0,band,0
19910508,X746,TVGUIDE,25520,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,1910.0,45.0,57.0,0.267,14.0,76.0,0.75,20.0,3.4,1800.0,56.2,40.4,2.0,0.0,2.0,0.8,34.0,40.0,103.125,100.0,band,0
19910517,X195,TOYSRUS,35982,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,824,2,TABLOID,CANADIAN,1910.0,47.0,67.0,0.4,16.0,74.0,0.8125,38.0,0.0,1900.0,58.8,41.2,2.0,0.0,2.5,1.1,33.0,40.0,103.125,100.0,noband,0
19910517,X405,TOYSRUS,35872,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,1910.0,47.0,67.0,0.33299999999999996,16.0,82.0,0.5625,30.0,1.5,1900.0,50.5,34.3,0.0,0.0,2.5,1.1,33.0,40.0,103.125,100.0,noband,0
19910505,M337,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,5,CATALOG,NorthUS,1910.0,50.0,52.0,0.3,17.0,69.0,0.75,?,0.0,1700.0,58.8,41.2,0.0,0.0,2.2,0.9,40.0,40.0,106.66,100.0,noband,1
19910507,T32,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7,CATALOG,NorthUS,1910.0,50.0,55.0,0.233,13.34,74.0,0.625,?,4.8,1635.0,59.5,35.7,1.0,0.0,3.0,2.0,40.0,40.0,100.0,100.0,noband,1
19910507,M410,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,2,CATALOG,NorthUS,1910.0,50.0,55.0,0.233,13.86,70.0,0.625,47.0,10.2,1635.0,51.0,38.8,0.0,0.0,3.0,1.0,40.0,40.0,100.0,100.0,noband,0
19910505,E510,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,1,CATALOG,NorthUS,1910.0,50.0,52.0,0.267,15.6,71.0,0.75,?,20.6,1700.0,46.7,32.7,0.0,0.0,2.5,0.6,40.0,40.0,106.66,100.0,noband,1
19910409,G108,AMES,37168,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,TABLOID,CANADIAN,1911.0,30.0,63.0,0.3,13.0,94.0,1.0,29.0,0.0,1800.0,56.2,43.8,0.0,0.0,2.5,1.0,30.0,40.0,110.0,100.0,band,0
19910415,G145,WARDS,37333,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,TABLOID,CANADIAN,1911.0,50.0,60.0,0.267,13.6,86.0,1.125,28.0,0.0,1500.0,64.1,35.9,0.0,0.0,2.5,1.0,33.0,40.0,106.45,100.0,band,0
19910416,X356,TVGUIDE,25517,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,1911.0,55.0,53.0,0.3,14.2,72.0,0.625,25.0,22.7,1750.0,45.5,31.8,1.0,0.0,2.4,0.9,34.0,40.0,103.125,100.0,band,0
19910426,G95,WARDS,37333,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,815,2,TABLOID,CANADIAN,1910.0,35.0,56.0,0.3,15.3,80.0,0.75,20.0,0.0,1900.0,76.9,23.1,0.0,0.0,2.5,1.25,33.0,40.0,106.66,100.0,band,0
19910426,X802,HANHOUSE,37994,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,1911.0,55.0,56.0,0.233,15.0,84.0,0.625,25.0,16.7,1850.0,52.1,31.3,4.0,0.0,2.0,0.6,34.0,40.0,103.125,100.0,band,0
19910422,X779,TVGUIDE,25513,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,1910.0,55.0,49.0,0.2,15.0,78.0,0.625,20.0,17.1,1900.0,47.6,35.2,0.0,0.0,2.5,0.85,34.0,40.0,106.45,100.0,band,0
19910426,T380,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,2,CATALOG,NorthUS,1910.0,50.0,50.0,0.2,15.7,90.0,0.75,50.0,0.0,1420.0,62.5,37.5,0.0,0.0,3.0,1.35,40.0,40.0,106.45,100.0,noband,0
19910426,F146,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,7,CATALOG,NorthUS,1910.0,50.0,50.0,0.2,15.5,74.0,0.75,58.0,4.8,1420.0,59.5,35.7,3.0,0.0,3.0,1.0,40.0,40.0,106.45,100.0,noband,0
19910428,X9,TOYSRUS,35871,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,1911.0,35.0,56.0,0.233,16.0,82.0,0.5625,28.0,5.6,2100.0,56.2,38.2,0.0,0.0,1.7,0.4,30.0,40.0,103.125,100.0,noband,0
19910428,X21,TOYSRUS,35871,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,1911.0,35.0,56.0,0.2,15.0,80.0,0.8125,40.0,8.6,2100.0,53.8,37.6,8.0,0.0,1.7,1.0,30.0,40.0,100.0,100.0,noband,0
19910419,X220,AMES,37169,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,1911.0,40.0,50.0,0.2,16.0,68.0,0.8125,30.0,0.0,2400.0,58.8,41.2,8.0,0.0,2.5,1.5,33.0,40.0,103.125,100.0,noband,0
19910419,X147,AMES,47169,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,1911.0,40.0,50.0,0.233,16.0,70.0,0.5625,30.0,0.0,2400.0,58.8,41.2,8.0,0.0,1.5,0.5,33.0,40.0,103.125,100.0,noband,0
19910415,E92,KMART,32360,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,2,TABLOID,?,1910.0,?,59.0,0.233,14.2,80.0,1.0,20.0,5.6,?,55.6,38.9,0.0,0.0,2.0,2.5,33.0,40.0,106.45,100.0,noband,3
19910415,E85,KMART,32360,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,9,TABLOID,?,1911.0,37.5,59.0,0.233,16.0,75.0,0.75,20.0,4.3,?,54.3,41.3,0.0,0.0,2.5,1.5,33.0,40.0,106.45,100.0,noband,2
19910409,F685,BESTPROD,37822,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,9,CATALOG,NorthUS,1911.0,40.0,54.0,0.2,15.8,76.0,0.5,38.0,5.6,1736.0,55.6,38.9,0.0,0.0,2.5,1.5,35.0,40.0,103.125,100.0,noband,0
19910409,F569,BESTPROD,37822,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COVER,NO,LINE,YES,WoodHoe70,816,2,CATALOG,NorthUS,1911.0,40.0,54.0,0.2,15.4,78.0,0.5,34.0,5.7,1736.0,56.8,36.9,0.0,0.0,2.5,1.1,35.0,40.0,103.125,100.0,noband,0
19910426,X139,HANHOUSE,37994,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,2,TABLOID,NorthUS,1911.0,55.0,45.0,0.267,15.5,79.0,0.625,20.0,16.7,1850.0,54.3,34.3,4.0,0.0,2.5,1.0,34.0,40.0,100.0,100.0,noband,0
19910430,X12,TVGUIDE,25519,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,1910.0,52.0,64.0,0.4,15.5,82.0,0.625,30.0,0.0,1800.0,71.4,28.6,4.0,0.0,2.5,0.9,34.0,40.0,103.125,100.0,band,0
19910423,G518,ECKERD,35458,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,816,9,TABLOID,CANADIAN,1910.0,40.0,56.0,0.233,16.5,79.0,0.5,28.0,0.0,2300.0,60.2,39.8,0.0,0.0,2.5,1.5,30.0,40.0,106.45,100.0,band,0
19910605,X116,ECKERD,35460,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,1910.0,45.0,54.0,0.33299999999999996,15.5,76.0,0.8125,30.0,5.6,2250.0,55.6,38.9,2.0,0.0,2.5,1.3,30.0,40.0,106.45,100.0,noband,0
19910604,X818,KMART,37365,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,828,2,TABLOID,SCANDANAVIAN,1910.0,47.5,68.0,0.4,16.0,80.0,0.75,30.0,0.0,2250.0,58.8,41.2,0.0,0.0,1.5,1.0,35.0,40.0,106.45,100.0,noband,0
19910604,X346,KMART,37365,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,828,9,TABLOID,SCANDANAVIAN,1910.0,47.5,68.0,0.35,16.0,80.0,0.75,30.0,0.0,2250.0,52.1,47.9,0.0,0.0,1.5,0.75,35.0,40.0,106.45,100.0,noband,0
19910605,X103,ECKERD,35460,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,1910.0,45.0,54.0,0.36700000000000005,15.5,74.0,0.5625,40.0,10.5,2250.0,52.6,36.8,2.0,0.0,2.5,1.8,30.0,40.0,106.45,100.0,noband,0
19910603,E74,KMART,37365,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,NO,Motter94,827,2,TABLOID,CANADIAN,1911.0,37.5,70.0,0.33299999999999996,14.9,64.0,0.75,28.0,3.4,1500.0,57.5,39.1,0.0,0.0,2.5,1.0,40.0,40.0,106.89,100.0,noband,0
19910603,E86,KMART,37365,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,9,TABLOID,CANADIAN,1911.0,37.5,70.0,0.4,15.0,65.0,0.75,25.0,5.4,1500.0,54.3,40.2,0.0,0.0,2.3,0.9,40.0,40.0,106.66,100.0,noband,0
19910529,X396,WARDS,37338,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,1911.0,47.5,60.0,0.4,14.5,74.0,0.8125,20.0,8.6,1600.0,53.8,37.6,0.0,0.0,2.0,1.5,35.0,40.0,110.0,100.0,noband,0
19910524,X155,ROSES,37758,NO,KEY,YES,?,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,9,TABLOID,CANADIAN,1910.0,40.0,62.0,0.3,16.0,84.0,0.9375,28.0,0.0,2200.0,58.8,41.2,4.0,0.0,2.5,0.6,30.0,40.0,106.45,100.0,noband,1
19910524,X29,ROSES,35758,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,2,TABLOID,CANADIAN,1910.0,40.0,62.0,0.267,16.0,84.0,0.9375,32.0,0.0,2200.0,58.8,41.2,4.0,0.0,1.4,1.0,30.0,40.0,106.45,100.0,noband,0
19910430,G518,ECKERD,35458,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,CANADIAN,1910.0,40.0,64.0,0.2,15.5,85.0,1.0,26.0,0.0,2400.0,58.8,41.2,0.0,0.0,2.5,1.0,30.0,40.0,103.125,100.0,noband,0
19910430,G608,ECKERD,35458,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,CANADIAN,1910.0,40.0,64.0,0.233,15.0,82.0,0.75,31.0,0.0,2400.0,60.0,40.0,3.0,0.0,2.5,1.0,30.0,40.0,106.66,100.0,noband,0
19910531,M337,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7,CATALOG,NorthUS,1910.0,50.0,69.0,0.36700000000000005,17.0,82.0,0.75,50.0,0.0,1700.0,62.5,37.5,0.0,0.0,3.0,1.0,40.0,40.0,106.45,100.0,band,0
19910529,X381,WARDS,37338,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,824,9,TABLOID,CANADIAN,1911.0,50.0,60.0,0.4,16.0,76.0,0.5625,28.0,5.6,1600.0,55.6,38.9,0.0,0.0,1.0,0.5,35.0,40.0,110.0,100.0,noband,0
19910524,J582,HILLS,37915,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,TABLOID,?,1910.0,50.0,62.0,0.4,15.4,98.0,0.75,25.0,10.6,1750.0,48.1,41.3,0.0,0.0,2.8,1.3,33.0,40.0,110.0,100.0,noband,1
19910524,J62,HILLS,37915,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,9,TABLOID,?,1911.0,50.0,62.0,0.4,14.9,96.0,0.75,26.0,11.0,1950.0,50.0,39.0,0.0,0.0,2.8,0.8,33.0,40.0,110.0,100.0,noband,1
19910528,F510,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,1,CATALOG,NorthUS,1910.0,50.0,68.0,0.36700000000000005,13.4,70.0,?,?,20.4,1700.0,46.3,33.3,0.0,0.0,2.5,1.0,40.0,40.0,106.45,100.0,band,2
19910604,Y216,KMART,37305,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,815,9,TABLOID,SCANDANAVIAN,1911.0,35.0,68.0,0.4,15.1,90.0,0.875,30.0,6.0,1500.0,59.5,34.5,1.0,0.0,2.5,1.0,35.0,40.0,106.89,100.0,band,0
19910610,G089,WARDS,37501,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,?,1910.0,?,56.0,0.3,16.02,84.0,0.25,30.0,5.3,2244.0,52.6,42.1,5.0,0.0,3.0,0.8,30.0,40.0,110.0,100.0,noband,2
19910610,G572,WARDS,37501,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,?,?,32.5,56.0,0.36700000000000005,15.03,79.0,0.3125,28.0,5.3,2244.0,52.6,42.1,0.0,0.0,1.8,0.5,30.0,40.0,106.45,100.0,noband,2
19910611,X390,AMES,37177,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,2,TABLOID,CANADIAN,1910.0,40.0,56.0,0.3,17.0,82.0,0.75,30.0,0.0,2550.0,52.6,47.4,0.0,0.0,2.0,1.0,33.0,40.0,103.22,100.0,noband,0
19910611,X831,WARDS,37177,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,9,TABLOID,CANADIAN,1910.0,30.0,56.0,0.28300000000000003,17.0,72.0,0.75,30.0,0.0,2550.0,52.6,47.4,0.0,0.0,2.0,1.0,33.0,40.0,103.22,100.0,noband,0
19910614,G78,WARDS,37501,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,TABLOID,CANADIAN,1910.0,30.0,69.0,0.3,16.0,98.0,0.75,35.0,0.0,2050.0,62.5,37.5,0.0,0.0,2.75,1.0,33.0,40.0,100.0,100.0,noband,0
19910614,X158,ROSES,35759,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,2,TABLOID,CANADIAN,1910.0,45.0,69.0,0.267,15.6,72.0,0.75,21.0,5.6,2426.0,55.6,38.9,0.0,0.0,2.85,1.1,30.0,40.0,103.22,100.0,noband,0
19910614,X804,ROSES,37579,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,9,TABLOID,CANADIAN,1910.0,45.0,69.0,0.267,16.1,76.0,0.75,22.0,5.6,2426.0,55.6,38.9,0.0,0.0,2.7,0.7,30.0,40.0,103.22,100.0,noband,0
19910614,G69,WARDS,37501,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,815,9,TABLOID,CANADIAN,1910.0,32.5,69.0,0.2,15.5,94.0,0.75,30.0,0.5,2050.0,52.6,42.1,0.0,0.0,2.5,1.0,33.0,40.0,100.0,100.0,noband,0
